file_name,text_length,chunks_count,expected_sentiment_value,sentiment_volatility
354.txt,1816,5,3.1014,0.1603
3540.txt,1348,4,2.8516,0.384
3541.txt,244,1,2.9071,0.0
3542.txt,54,1,2.9989,0.0
3543.txt,1301,4,2.9746,0.2955
3544.txt,496,2,3.235,0.0907
3545.txt,4678,12,3.1958,0.5838
3546.txt,154,1,3.1031,0.0
3547.txt,1563,4,1.7515,0.1841
3548.txt,1978,5,3.1142,0.9384
3549.txt,1661,5,3.889,0.6186
355.txt,361,1,2.1642,0.0
3550.txt,2130,6,2.9257,0.1974
3551.txt,993,3,3.1413,0.4537
3552.txt,1688,5,2.8804,0.6057
3553.txt,2783,7,2.4304,0.4811
3554.txt,1272,4,3.2682,0.208
3555.txt,2898,8,2.54,0.4273
3556.txt,2071,6,3.9375,0.5987
3557.txt,773,2,3.6022,0.5394
3558.txt,207,1,3.6945,0.0
3559.txt,534,2,2.929,0.0744
356.txt,272,1,3.0013,0.0
3560.txt,198,1,2.9861,0.0
3561.txt,50,1,2.9937,0.0
3562.txt,170,1,3.0033,0.0
3563.txt,1740,5,3.0752,0.6368
3564.txt,1888,5,3.6166,0.3749
3565.txt,138,1,2.9895,0.0
3566.txt,59,1,2.9775,0.0
3567.txt,435,2,2.9375,0.2258
3568.txt,160,1,3.1875,0.0
3569.txt,374,1,2.9418,0.0
357.txt,832,3,3.5872,0.4104
3570.txt,2463,7,2.9332,0.1621
3571.txt,385,1,2.4548,0.0
3572.txt,311,1,2.9655,0.0
3573.txt,1731,5,3.6857,0.7679
3574.txt,135,1,2.9924,0.0
3575.txt,117,1,3.0351,0.0
3576.txt,1669,5,2.7201,0.2505
3577.txt,913,3,3.193,0.2536
3578.txt,1555,4,3.5215,0.6513
3579.txt,67,1,2.8446,0.0
358.txt,371,1,3.1323,0.0
3580.txt,760,2,2.7351,0.2596
3581.txt,1763,5,3.3475,0.5305
3582.txt,4018,11,3.237,0.4717
3583.txt,386,1,1.4129,0.0
3584.txt,1176,3,2.9414,0.065
3585.txt,2079,6,2.9727,0.2434
3586.txt,184,1,2.9446,0.0
3587.txt,605,2,3.6892,0.4722
3588.txt,881,3,2.5048,0.7871
3589.txt,503,2,1.5162,0.1472
359.txt,338,1,3.8277,0.0
3590.txt,671,2,2.6392,0.5584
3591.txt,593,2,3.0331,0.0429
3592.txt,2747,7,3.3352,0.5352
3593.txt,243,1,2.9565,0.0
3594.txt,177,1,2.9652,0.0
3595.txt,926,3,3.0294,0.0401
3596.txt,1611,5,3.4819,0.6022
3597.txt,1023,3,2.76,0.5789
3598.txt,1122,3,3.0707,0.6604
3599.txt,288,1,2.9998,0.0
36.txt,79,1,2.3767,0.0
360.txt,1130,3,2.7072,0.8149
3600.txt,104,1,3.1145,0.0
3601.txt,1321,4,1.3393,0.1601
3602.txt,85,1,2.9324,0.0
3603.txt,874,3,3.4043,0.33
3604.txt,2233,6,2.5321,0.421
3605.txt,1113,3,3.4681,0.9091
3606.txt,1361,4,2.8495,0.3836
3607.txt,101,1,2.0357,0.0
3608.txt,2756,7,3.4091,0.4287
3609.txt,895,3,3.0821,0.4288
361.txt,129,1,2.8113,0.0
3610.txt,272,1,2.9503,0.0
3611.txt,739,2,3.2149,0.1848
3612.txt,2289,6,3.4628,0.9026
3613.txt,338,1,2.3209,0.0
3614.txt,103,1,2.7525,0.0
3615.txt,175,1,2.9347,0.0
3616.txt,56,1,3.0062,0.0
3617.txt,3588,9,2.6352,0.4273
3618.txt,1895,5,4.068,0.5629
3619.txt,2377,6,3.0018,0.2814
362.txt,436,2,2.9555,0.6439
3620.txt,84,1,2.9928,0.0
3621.txt,1018,3,2.0496,0.5655
3622.txt,420,2,1.4007,0.1002
3623.txt,485,2,3.6388,0.1656
3624.txt,1682,5,3.5623,0.3183
3625.txt,81,1,3.0127,0.0
3626.txt,5096,13,3.1237,0.7611
3627.txt,57,1,3.251,0.0
3628.txt,783,2,2.4595,0.5542
3629.txt,2264,6,2.4809,0.807
363.txt,89,1,2.5642,0.0
3630.txt,2800,7,3.041,0.4042
3631.txt,2098,6,3.5104,0.539
3632.txt,9422,24,2.9616,0.6404
3633.txt,1577,4,2.9368,0.1809
3634.txt,1521,4,3.9712,0.4116
3635.txt,1996,5,3.0286,0.0375
3636.txt,476,2,1.878,0.2903
3637.txt,88,1,2.9883,0.0
3638.txt,714,2,3.0109,0.0061
3639.txt,143,1,2.4628,0.0
364.txt,455,2,2.9855,0.0003
3640.txt,3343,9,2.4239,0.7043
3641.txt,140,1,2.9737,0.0
3642.txt,1673,5,3.501,0.8406
3643.txt,448,2,3.205,0.3722
3644.txt,1937,5,3.8016,0.5901
3645.txt,1704,5,2.9304,0.6449
3646.txt,2277,6,2.9133,0.5646
3647.txt,4635,12,3.0969,0.6319
3648.txt,209,1,3.0229,0.0
3649.txt,880,3,3.2738,0.3379
365.txt,441,2,2.9344,0.1051
3650.txt,142,1,3.525,0.0
3651.txt,221,1,3.87,0.0
3652.txt,130,1,2.9948,0.0
3653.txt,843,3,2.7148,0.3263
3654.txt,7013,18,3.0498,0.3347
3655.txt,207,1,2.7079,0.0
3656.txt,272,1,3.1049,0.0
3657.txt,609,2,2.8494,0.0534
3658.txt,3893,10,2.7851,0.5946
3659.txt,203,1,2.947,0.0
366.txt,190,1,2.9943,0.0
3660.txt,856,3,2.284,0.2025
3661.txt,1314,4,3.5812,0.501
3662.txt,49,1,2.5107,0.0
3663.txt,386,1,2.5178,0.0
3664.txt,203,1,2.9677,0.0
3665.txt,121,1,3.0086,0.0
3666.txt,181,1,3.8691,0.0
3667.txt,141,1,3.0613,0.0
3668.txt,2468,7,3.6465,0.5945
3669.txt,2331,6,2.2715,0.306
367.txt,152,1,3.0592,0.0
3670.txt,56,1,2.9777,0.0
3671.txt,73,1,2.9964,0.0
3672.txt,504,2,2.9733,0.0339
3673.txt,1637,5,2.6558,0.4403
3674.txt,1844,5,2.8098,0.2685
3675.txt,207,1,2.9039,0.0
3676.txt,2994,8,3.211,0.3114
3677.txt,1818,5,3.1456,0.788
3678.txt,1599,4,2.9977,0.0141
3679.txt,2062,6,2.5935,0.611
368.txt,1084,3,3.021,0.0272
3680.txt,657,2,2.2061,0.1611
3681.txt,1811,5,3.5065,0.4071
3682.txt,1892,5,2.4991,0.4059
3683.txt,1186,3,2.9523,0.5356
3684.txt,322,1,1.2018,0.0
3685.txt,190,1,3.9057,0.0
3686.txt,923,3,2.5167,0.8439
3687.txt,1504,4,2.1121,0.5002
3688.txt,524,2,3.1828,0.7468
3689.txt,156,1,3.0852,0.0
369.txt,1975,5,2.9581,0.0925
3690.txt,1262,4,3.0042,1.0364
3691.txt,100,1,3.0113,0.0
3692.txt,457,2,2.9993,0.0295
3693.txt,8084,21,2.7981,0.2995
3694.txt,97,1,3.076,0.0
3695.txt,400,1,1.4989,0.0
3696.txt,2107,6,2.7059,0.498
3697.txt,144,1,3.8464,0.0
3698.txt,240,1,1.4215,0.0
3699.txt,4502,12,2.9973,0.9553
37.txt,105,1,3.0278,0.0
370.txt,1098,3,3.336,0.4769
3700.txt,2791,7,3.2117,0.4712
3701.txt,1011,3,2.9983,0.0037
3702.txt,135,1,3.0944,0.0
3703.txt,125,1,3.0007,0.0
3704.txt,739,2,2.1634,0.4159
3705.txt,2269,6,2.9676,0.437
3706.txt,2034,6,3.1986,0.6319
3707.txt,355,1,2.8475,0.0
3708.txt,517,2,3.1234,0.3816
3709.txt,632,2,2.9614,0.0594
371.txt,95,1,1.7603,0.0
3710.txt,1222,4,2.7926,0.1498
3711.txt,309,1,2.53,0.0
3712.txt,1811,5,3.3102,0.973
3713.txt,1149,3,1.6232,0.1705
3714.txt,56,1,3.0205,0.0
3715.txt,1053,3,1.7316,0.1315
3716.txt,677,2,3.4183,0.0402
3717.txt,1117,3,3.272,0.4317
3718.txt,80,1,2.99,0.0
3719.txt,398,1,2.1985,0.0
372.txt,163,1,3.3994,0.0
3720.txt,893,3,4.0498,0.1817
3721.txt,103,1,3.6811,0.0
3722.txt,736,2,2.9641,0.019
3723.txt,143,1,2.9625,0.0
3724.txt,337,1,2.7476,0.0
3725.txt,341,1,2.7953,0.0
3726.txt,667,2,2.8506,1.2665
3727.txt,31,1,3.049,0.0
3728.txt,71,1,2.9578,0.0
3729.txt,1198,3,2.5905,0.4894
373.txt,33,1,3.0538,0.0
3730.txt,4502,12,2.8351,0.4956
3731.txt,63,1,2.9656,0.0
3732.txt,350,1,2.7832,0.0
3733.txt,238,1,2.9474,0.0
3734.txt,175,1,2.8898,0.0
3735.txt,104,1,1.7024,0.0
3736.txt,500,2,2.8699,0.1251
3737.txt,146,1,2.0269,0.0
3738.txt,741,2,3.0137,0.0103
3739.txt,904,3,3.3465,0.2946
374.txt,607,2,2.9984,0.0076
3740.txt,168,1,2.9974,0.0
3741.txt,2590,7,3.7256,0.8228
3742.txt,2571,7,3.1219,0.3092
3743.txt,66,1,3.0045,0.0
3744.txt,5098,13,3.7853,0.5428
3745.txt,586,2,3.0632,0.062
3746.txt,773,2,3.3575,0.1624
3747.txt,1113,3,3.8053,0.3688
3748.txt,120,1,4.3285,0.0
3749.txt,753,2,3.5057,0.0425
375.txt,307,1,3.0045,0.0
3750.txt,1505,4,3.2513,0.8052
3751.txt,93,1,3.0112,0.0
3752.txt,1055,3,3.0017,0.0512
3753.txt,181,1,2.8739,0.0
3754.txt,72,1,2.9976,0.0
3755.txt,2130,6,2.9911,0.012
3756.txt,357,1,3.0008,0.0
3757.txt,7105,18,2.9177,1.0052
3758.txt,536,2,2.9996,0.0097
3759.txt,4477,12,3.2596,0.6982
376.txt,356,1,4.783,0.0
3760.txt,1109,3,3.1356,0.1477
3761.txt,1485,4,3.6982,0.5423
3762.txt,332,1,2.7875,0.0
3763.txt,199,1,2.9948,0.0
3764.txt,144,1,2.3347,0.0
3765.txt,1742,5,2.6914,0.5172
3766.txt,3331,9,3.5156,0.6803
3767.txt,62,1,2.9976,0.0
3768.txt,4482,12,3.1409,0.6651
3769.txt,377,1,3.0113,0.0
377.txt,81,1,3.0073,0.0
3770.txt,1314,4,3.1307,0.2728
3771.txt,2464,7,3.4459,0.4973
3772.txt,4403,12,2.8454,0.5866
3773.txt,425,2,3.9186,0.6637
3774.txt,60,1,2.7915,0.0
3775.txt,5627,15,2.8624,0.3171
3776.txt,2007,6,3.1218,0.6941
3777.txt,121,1,2.8999,0.0
3778.txt,1950,5,3.2047,0.4779
3779.txt,99,1,2.4255,0.0
378.txt,144,1,3.105,0.0
3780.txt,86,1,4.4007,0.0
3781.txt,3294,9,3.2578,0.6832
3782.txt,1090,3,3.2382,0.4173
3783.txt,4833,13,3.317,0.5587
3784.txt,665,2,3.9614,0.6815
3785.txt,364,1,4.5298,0.0
3786.txt,286,1,2.8357,0.0
3787.txt,289,1,2.8027,0.0
3788.txt,89,1,2.9674,0.0
3789.txt,669,2,4.4221,0.074
379.txt,86,1,2.9437,0.0
3790.txt,2485,7,3.0379,0.0643
3791.txt,1782,5,2.2344,0.6369
3792.txt,793,2,2.9334,0.1613
3793.txt,140,1,3.6955,0.0
3794.txt,3757,10,3.34,0.6939
3795.txt,193,1,1.353,0.0
3796.txt,141,1,3.1064,0.0
3797.txt,222,1,3.1038,0.0
3798.txt,2513,7,2.6313,0.385
3799.txt,770,2,1.352,0.0467
38.txt,513,2,2.5209,0.4904
380.txt,583,2,3.2544,0.2603
3800.txt,197,1,2.9858,0.0
3801.txt,2562,7,2.7852,0.3185
3802.txt,2447,7,3.241,0.4307
3803.txt,216,1,2.7596,0.0
3804.txt,2512,7,3.3875,0.6402
3805.txt,527,2,2.7109,0.089
3806.txt,2106,6,3.0585,0.0597
3807.txt,1125,3,3.4076,0.3547
3808.txt,48,1,2.3822,0.0
3809.txt,2782,7,2.0817,0.4311
381.txt,535,2,3.0009,0.0001
3810.txt,1345,4,2.9526,1.0053
3811.txt,1521,4,2.5257,0.6656
3812.txt,921,3,2.9659,0.0701
3813.txt,54,1,2.9999,0.0
3814.txt,3973,10,2.8592,0.6193
3815.txt,134,1,1.6551,0.0
3816.txt,410,2,3.3235,0.3642
3817.txt,258,1,2.9912,0.0
3818.txt,3050,8,2.4779,0.7693
3819.txt,925,3,2.872,0.5214
382.txt,1950,5,3.0545,0.0926
3820.txt,2302,6,2.663,0.3971
3821.txt,1222,4,2.1306,0.4775
3822.txt,63,1,3.0096,0.0
3823.txt,1861,5,2.9087,0.6546
3824.txt,253,1,2.38,0.0
3825.txt,1280,4,3.0137,0.3871
3826.txt,1119,3,3.122,0.1684
3827.txt,178,1,2.5833,0.0
3828.txt,486,2,3.6115,0.3748
3829.txt,1210,4,2.723,0.8744
383.txt,116,1,3.011,0.0
3830.txt,1613,5,3.4539,0.3968
3831.txt,1459,4,2.0148,0.6312
3832.txt,255,1,2.6276,0.0
3833.txt,190,1,2.9234,0.0
3834.txt,218,1,3.0088,0.0
3835.txt,267,1,2.9159,0.0
3836.txt,2340,6,2.972,0.0538
3837.txt,1967,5,3.0544,0.17
3838.txt,2723,7,2.9845,0.0263
3839.txt,1199,3,3.6343,0.294
384.txt,203,1,3.0067,0.0
3840.txt,936,3,3.3645,0.4847
3841.txt,231,1,3.26,0.0
3842.txt,93,1,2.9879,0.0
3843.txt,1446,4,3.4515,0.4618
3844.txt,125,1,2.9487,0.0
3845.txt,817,3,3.4325,0.4507
3846.txt,3043,8,3.2482,0.7216
3847.txt,302,1,4.1119,0.0
3848.txt,643,2,2.991,0.0166
3849.txt,1843,5,2.9074,0.5823
385.txt,3885,10,2.8939,0.2902
3850.txt,678,2,1.7938,0.5276
3851.txt,257,1,2.7107,0.0
3852.txt,1579,4,2.9786,0.0716
3853.txt,778,2,2.9393,0.1016
3854.txt,1541,4,3.1503,0.8379
3855.txt,5492,14,2.2516,0.8518
3856.txt,368,1,3.0753,0.0
3857.txt,931,3,3.7795,0.4917
3858.txt,492,2,3.0022,0.0336
3859.txt,240,1,2.4734,0.0
386.txt,576,2,2.6734,0.4944
3860.txt,464,2,2.6216,0.3941
3861.txt,945,3,2.764,0.6603
3862.txt,82,1,2.9965,0.0
3863.txt,1416,4,3.4155,0.5295
3864.txt,2911,8,2.677,0.326
3865.txt,176,1,2.2339,0.0
3866.txt,1426,4,3.0493,0.0482
3867.txt,4003,11,2.7929,0.5136
3868.txt,934,3,3.0123,0.5833
3869.txt,225,1,2.7723,0.0
387.txt,76,1,3.0166,0.0
3870.txt,1366,4,3.8459,0.572
3871.txt,5613,15,3.2489,0.6075
3872.txt,4519,12,3.5339,0.6662
3873.txt,931,3,4.5042,0.2044
3874.txt,2358,6,2.7441,0.9176
3875.txt,1804,5,3.2022,0.3851
3876.txt,418,2,2.9954,0.1833
3877.txt,4297,11,2.9018,0.3212
3878.txt,2267,6,3.3164,0.317
3879.txt,1452,4,4.0384,0.2128
388.txt,118,1,3.1479,0.0
3880.txt,1207,4,3.2384,0.2966
3881.txt,1469,4,3.5353,0.318
3882.txt,1072,3,2.1824,0.878
3883.txt,6994,18,2.6459,0.6562
3884.txt,755,2,2.3141,0.2944
3885.txt,2752,7,3.2077,0.4943
3886.txt,2231,6,3.5104,0.5988
3887.txt,268,1,3.0521,0.0
3888.txt,2066,6,3.1968,0.6715
3889.txt,733,2,2.9067,0.1809
389.txt,2160,6,3.2333,0.581
3890.txt,2535,7,3.5817,0.4589
3891.txt,1506,4,3.259,0.5802
3892.txt,2468,7,2.9947,0.0561
3893.txt,2271,6,2.8462,0.4559
3894.txt,2961,8,2.8103,0.9544
3895.txt,823,3,2.6601,0.3689
3896.txt,907,3,3.2759,1.0968
3897.txt,333,1,1.8458,0.0
3898.txt,2879,8,2.6301,0.8997
3899.txt,831,3,3.5189,0.226
39.txt,237,1,3.1634,0.0
390.txt,1745,5,3.0461,0.1028
3900.txt,78,1,2.9783,0.0
3901.txt,1864,5,2.7937,0.4856
3902.txt,1034,3,2.6893,0.3307
3903.txt,67,1,2.9912,0.0
3904.txt,157,1,2.197,0.0
3905.txt,113,1,2.245,0.0
3906.txt,2064,6,3.2146,0.3565
3907.txt,164,1,2.8445,0.0
3908.txt,126,1,3.0201,0.0
3909.txt,1502,4,2.9798,0.8351
391.txt,1947,5,2.8755,0.8281
3910.txt,1644,5,2.5815,0.643
3911.txt,2344,6,2.8457,0.5623
3912.txt,755,2,2.3246,0.8975
3913.txt,625,2,2.9846,0.0045
3914.txt,534,2,2.494,0.4186
3915.txt,2334,6,2.798,0.6208
3916.txt,2201,6,2.9981,0.7636
3917.txt,1040,3,3.1376,0.3254
3918.txt,99,1,2.7133,0.0
3919.txt,1413,4,2.923,0.1318
392.txt,1660,5,2.8319,0.8752
3920.txt,486,2,3.0118,0.0804
3921.txt,880,3,2.3624,0.0591
3922.txt,1362,4,2.6198,0.5944
3923.txt,470,2,2.0528,0.1563
3924.txt,1907,5,3.5261,0.6695
3925.txt,1635,5,3.0781,0.5931
3926.txt,1214,4,2.1859,0.1029
3927.txt,1825,5,3.1393,0.6546
3928.txt,695,2,3.3267,0.3764
3929.txt,912,3,1.7851,0.5986
393.txt,3922,10,3.0223,0.0262
3930.txt,94,1,2.9402,0.0
3931.txt,2634,7,3.312,0.6776
3932.txt,1743,5,2.6681,0.8013
3933.txt,508,2,3.0808,0.079
3934.txt,2231,6,2.7687,0.4241
3935.txt,68,1,3.2182,0.0
3936.txt,76,1,1.7834,0.0
3937.txt,1208,4,2.6723,0.3327
3938.txt,1383,4,2.7761,0.6529
3939.txt,274,1,2.9894,0.0
394.txt,247,1,2.9957,0.0
3940.txt,876,3,2.8243,0.2298
3941.txt,140,1,2.9741,0.0
3942.txt,1783,5,3.3478,0.4255
3943.txt,83,1,3.4661,0.0
3944.txt,2046,6,3.0921,0.442
3945.txt,1097,3,2.5342,0.5869
3946.txt,940,3,2.627,0.4033
3947.txt,909,3,3.9597,0.5387
3948.txt,76,1,2.9856,0.0
3949.txt,232,1,1.9847,0.0
395.txt,30,1,3.3029,0.0
3950.txt,4733,12,2.6973,0.4857
3951.txt,99,1,4.1195,0.0
3952.txt,2010,6,3.0514,0.4777
3953.txt,2183,6,2.9429,0.8149
3954.txt,2034,6,3.8777,0.4927
3955.txt,4101,11,3.1011,0.5312
3956.txt,2115,6,2.5913,0.4322
3957.txt,2268,6,2.8313,0.28
3958.txt,372,1,3.1792,0.0
3959.txt,1265,4,3.0845,0.3243
396.txt,4707,12,2.8525,0.2495
3960.txt,1332,4,3.3557,1.1396
3961.txt,1436,4,2.5677,0.4537
3962.txt,788,2,2.25,0.4349
3963.txt,1321,4,2.9388,0.067
3964.txt,226,1,1.5875,0.0
3965.txt,2362,6,2.5617,0.7878
3966.txt,1944,5,3.988,0.3453
3967.txt,24,1,2.4417,0.0
3968.txt,351,1,4.5438,0.0
3969.txt,55,1,2.8141,0.0
397.txt,404,2,4.3942,0.2576
3970.txt,845,3,2.6533,0.5045
3971.txt,1961,5,3.1581,0.2298
3972.txt,1426,4,3.4238,0.5327
3973.txt,305,1,3.209,0.0
3974.txt,1266,4,3.3259,0.3494
3975.txt,372,1,2.995,0.0
3976.txt,909,3,3.1126,0.0988
3977.txt,4059,11,2.8885,0.4181
3978.txt,416,2,3.5982,0.5889
3979.txt,796,2,2.9885,0.0136
398.txt,76,1,3.0071,0.0
3980.txt,974,3,3.4697,0.4088
3981.txt,2136,6,3.2209,0.658
3982.txt,401,2,2.7925,0.3599
3983.txt,1702,5,2.748,1.1155
3984.txt,1051,3,2.4584,0.4492
3985.txt,1693,5,3.7641,0.3479
3986.txt,2531,7,3.1957,0.4651
3987.txt,2552,7,2.576,0.5415
3988.txt,126,1,2.7044,0.0
3989.txt,197,1,3.0702,0.0
399.txt,33,1,3.0164,0.0
3990.txt,806,3,2.988,0.2118
3991.txt,86,1,3.0055,0.0
3992.txt,499,2,1.9225,0.0418
3993.txt,624,2,3.4846,0.5
3994.txt,30,1,3.0106,0.0
3995.txt,974,3,3.5209,0.6399
3996.txt,1455,4,3.4211,0.7069
3997.txt,1402,4,3.6878,0.4204
3998.txt,137,1,2.985,0.0
3999.txt,4497,12,3.0689,0.1628
4.txt,855,3,3.355,0.4456
40.txt,52,1,3.0042,0.0
400.txt,52,1,2.9992,0.0
4000.txt,1639,5,3.3004,0.1572
4001.txt,798,2,3.0649,0.0473
4002.txt,986,3,3.0703,0.0818
4003.txt,1546,4,2.3471,0.3128
4004.txt,1359,4,3.3316,0.2918
4005.txt,2409,7,3.7656,0.6877
4006.txt,1728,5,2.5809,0.6286
4007.txt,517,2,3.2915,0.9322
4008.txt,219,1,4.4439,0.0
4009.txt,193,1,2.6339,0.0
401.txt,114,1,3.0147,0.0
4010.txt,1583,4,3.1293,0.4756
4011.txt,1321,4,2.2035,1.0181
4012.txt,1149,3,1.3543,0.1557
4013.txt,1490,4,3.8519,0.6541
4014.txt,437,2,2.8981,0.0765
4015.txt,130,1,2.8049,0.0
4016.txt,1056,3,1.3587,0.1426
4017.txt,35,1,3.0047,0.0
4018.txt,1280,4,2.5793,0.4602
4019.txt,1943,5,3.2135,0.4049
402.txt,1620,5,3.363,0.3805
4020.txt,355,1,2.0686,0.0
4021.txt,3579,9,2.3225,0.4697
4022.txt,583,2,3.0203,0.0012
4023.txt,593,2,3.4388,0.4241
4024.txt,3698,10,3.1132,0.6602
4025.txt,1398,4,2.9372,1.057
4026.txt,171,1,3.0,0.0
4027.txt,1213,4,4.3517,0.3016
4028.txt,167,1,2.961,0.0
4029.txt,897,3,3.1065,0.1215
403.txt,57,1,3.0141,0.0
4030.txt,87,1,3.0063,0.0
4031.txt,295,1,2.1886,0.0
4032.txt,954,3,1.7276,0.5897
4033.txt,582,2,4.5189,0.2327
4034.txt,107,1,2.9119,0.0
4035.txt,1310,4,2.9615,0.0658
4036.txt,950,3,3.9604,0.6907
4037.txt,2168,6,2.8908,0.6184
4038.txt,78,1,2.3884,0.0
4039.txt,93,1,1.8184,0.0
404.txt,89,1,1.9535,0.0
4040.txt,146,1,4.5795,0.0
4041.txt,175,1,2.0414,0.0
4042.txt,200,1,3.0303,0.0
4043.txt,1541,4,1.4454,0.1164
4044.txt,1048,3,2.4117,0.2392
4045.txt,320,1,1.6663,0.0
4046.txt,390,1,2.9553,0.0
4047.txt,83,1,2.0877,0.0
4048.txt,466,2,3.5093,0.4589
4049.txt,2149,6,3.2277,0.4642
405.txt,63,1,2.3721,0.0
4050.txt,416,2,3.0228,0.0143
4051.txt,172,1,1.8895,0.0
4052.txt,170,1,2.9831,0.0
4053.txt,2327,6,2.665,0.5549
4054.txt,3221,9,3.2828,0.889
4055.txt,969,3,1.3545,0.2418
4056.txt,61,1,2.8549,0.0
4057.txt,59,1,2.9957,0.0
4058.txt,4828,13,3.0532,0.4288
4059.txt,130,1,4.1683,0.0
406.txt,142,1,3.798,0.0
4060.txt,1808,5,2.8659,0.4182
4061.txt,109,1,3.0055,0.0
4062.txt,74,1,4.0975,0.0
4063.txt,394,1,2.957,0.0
4064.txt,797,2,3.4974,0.3789
4065.txt,426,2,2.8211,0.8228
4066.txt,2596,7,3.0198,0.664
4067.txt,2639,7,3.1392,0.4381
4068.txt,171,1,3.1553,0.0
4069.txt,979,3,2.1483,0.4659
407.txt,122,1,3.031,0.0
4070.txt,1795,5,2.9636,0.077
4071.txt,2108,6,2.5057,0.507
4072.txt,2617,7,2.462,0.7248
4073.txt,921,3,2.48,0.382
4074.txt,964,3,2.982,0.0122
4075.txt,1783,5,2.6067,0.8808
4076.txt,661,2,2.9856,0.009
4077.txt,992,3,2.9178,0.1202
4078.txt,157,1,2.9743,0.0
4079.txt,273,1,1.9852,0.0
408.txt,1613,5,3.2291,0.3476
4080.txt,129,1,2.0686,0.0
4081.txt,351,1,3.034,0.0
4082.txt,1432,4,3.3294,0.4994
4083.txt,684,2,2.9648,0.0217
4084.txt,1143,3,2.0205,0.2882
4085.txt,756,2,2.5665,0.2148
4086.txt,398,1,2.4977,0.0
4087.txt,642,2,3.3616,0.2764
4088.txt,959,3,2.5576,0.5933
4089.txt,1946,5,3.6089,0.5899
409.txt,93,1,2.9977,0.0
4090.txt,104,1,1.769,0.0
4091.txt,148,1,2.4089,0.0
4092.txt,3548,9,2.6554,0.4001
4093.txt,86,1,2.993,0.0
4094.txt,1103,3,3.0179,0.8851
4095.txt,560,2,3.502,0.1534
4096.txt,2445,7,3.1174,0.3677
4097.txt,151,1,2.8922,0.0
4098.txt,1079,3,2.7776,0.6235
4099.txt,3705,10,3.2078,0.5964
41.txt,433,2,3.2086,0.2136
410.txt,178,1,3.0108,0.0
4100.txt,8350,21,3.2828,0.6184
4101.txt,1815,5,3.2406,0.7808
4102.txt,58,1,3.0084,0.0
4103.txt,63,1,2.9687,0.0
4104.txt,1417,4,3.4384,0.6897
4105.txt,3734,10,2.2042,0.4063
4106.txt,58,1,2.4973,0.0
4107.txt,90,1,2.9996,0.0
4108.txt,611,2,1.6593,0.2496
4109.txt,141,1,2.013,0.0
411.txt,309,1,3.0184,0.0
4110.txt,4182,11,2.779,0.5999
4111.txt,2260,6,2.9428,0.5651
4112.txt,196,1,3.9775,0.0
4113.txt,1405,4,2.307,0.4488
4114.txt,927,3,3.3275,0.4276
4115.txt,694,2,3.1913,1.0081
4116.txt,353,1,1.9912,0.0
4117.txt,448,2,3.0705,0.1351
4118.txt,1399,4,3.7476,0.3463
4119.txt,1654,5,2.4293,0.7209
412.txt,47,1,4.6068,0.0
4120.txt,2437,7,3.0982,0.5199
4121.txt,6116,16,3.0801,0.1136
4122.txt,1306,4,3.3516,0.3076
4123.txt,257,1,2.6655,0.0
4124.txt,192,1,2.7528,0.0
4125.txt,434,2,2.9676,0.0151
4126.txt,2005,6,2.49,0.6094
4127.txt,868,3,2.9441,1.1298
4128.txt,2695,7,3.2445,0.5764
4129.txt,5395,14,3.0723,0.3879
413.txt,1726,5,2.5802,0.821
4130.txt,1523,4,2.0732,0.3689
4131.txt,1505,4,3.1112,0.2675
4132.txt,860,3,3.6245,1.5353
4133.txt,229,1,2.6441,0.0
4134.txt,1671,5,2.6072,0.7268
4135.txt,10044,26,2.9173,0.5256
4136.txt,1166,3,3.021,0.0209
4137.txt,384,1,3.0238,0.0
4138.txt,1329,4,2.3614,0.357
4139.txt,2483,7,2.7057,0.5086
414.txt,612,2,3.1395,1.1143
4140.txt,224,1,2.8337,0.0
4141.txt,527,2,3.3004,0.307
4142.txt,93,1,1.7801,0.0
4143.txt,134,1,1.9405,0.0
4144.txt,699,2,3.219,0.6112
4145.txt,88,1,2.291,0.0
4146.txt,1206,4,2.8972,0.2648
4147.txt,1960,5,2.2977,0.3428
4148.txt,99,1,3.4995,0.0
4149.txt,732,2,3.3217,0.3282
415.txt,155,1,2.4082,0.0
4150.txt,2230,6,3.0501,0.1639
4151.txt,341,1,3.077,0.0
4152.txt,2395,6,2.9005,0.7214
4153.txt,1181,3,2.6825,0.3783
4154.txt,1773,5,3.7315,0.4722
4155.txt,1203,4,3.058,0.2662
4156.txt,5175,13,2.6684,0.5515
4157.txt,2724,7,2.7934,0.2873
4158.txt,215,1,4.4657,0.0
4159.txt,864,3,3.1182,0.2195
416.txt,451,2,2.3523,0.2382
4160.txt,1684,5,2.3683,0.6984
4161.txt,3796,10,2.5554,0.6609
4162.txt,1025,3,3.2897,0.2111
4163.txt,228,1,2.8459,0.0
4164.txt,2111,6,3.4847,0.726
4165.txt,3260,9,2.894,0.3564
4166.txt,219,1,2.9455,0.0
4167.txt,739,2,3.466,0.5596
4168.txt,2330,6,3.5881,0.9595
4169.txt,192,1,3.0413,0.0
417.txt,127,1,4.1023,0.0
4170.txt,246,1,2.304,0.0
4171.txt,751,2,2.9154,0.09
4172.txt,2037,6,3.4503,0.827
4173.txt,911,3,3.3585,0.6303
4174.txt,154,1,3.0122,0.0
